order_id,customer_id,order_date,required_date,sales_channel,order_status,payment_status
ORD-00029286,CUST-001963,2025-02-04,2025-02-04,Retail,Completed,Partial
ORD-00029287,CUST-000321,2025-01-05,2025-01-05,Online,Pending,Paid
ORD-00029288,CUST-004310,2026-05-01,2026-05-01,Direct,Completed,Paid
ORD-00029289,CUST-000154,2025-02-17,2025-02-17,Online,Completed,Pending
ORD-00029290,CUST-000784,2025-02-06,2025-02-06,Direct,Pending,Paid
ORD-00029291,CUST-003080,2026-02-06,2026-02-06,Direct,Pending,Paid
ORD-00029292,CUST-004114,2025-03-20,2025-03-20,Retail,Completed,Pending
ORD-00029293,CUST-002057,2026-03-25,2026-03-25,Direct,Completed,Pending
ORD-00029294,CUST-000662,2026-05-06,2026-05-06,Online,Pending,Paid
ORD-00029295,CUST-001522,2026-06-12,2026-06-12,Distributor,Completed,Pending
ORD-00029296,CUST-004368,2025-01-30,2025-01-30,Retail,Pending,Paid
ORD-00029297,CUST-002669,2026-05-07,2026-05-07,Retail,Completed,Pending
ORD-00029298,CUST-004360,2025-12-29,2025-12-29,Online,Completed,Paid
ORD-00029299,CUST-000834,2026-01-27,2026-01-27,Distributor,Completed,Paid
ORD-00029300,CUST-003000,2025-08-23,2025-08-23,Direct,Completed,Partial
ORD-00029301,CUST-001419,2025-02-21,2025-02-21,Distributor,Completed,Pending
ORD-00029302,CUST-002985,2024-10-25,2024-10-25,Direct,Completed,Paid
ORD-00029303,CUST-002511,2026-05-31,2026-05-31,Direct,Completed,Partial
ORD-00029304,CUST-000297,2025-08-04,2025-08-04,Distributor,Completed,Paid
ORD-00029305,CUST-003952,2025-06-30,2025-06-30,Direct,Pending,Partial
ORD-00029306,CUST-000755,2025-01-28,2025-01-28,Retail,Completed,Pending
ORD-00029307,CUST-001438,2026-01-02,2026-01-02,Retail,Cancelled,Partial
ORD-00029308,CUST-001435,2025-12-08,2025-12-08,Retail,Pending,Paid
ORD-00029309,CUST-000123,2025-12-27,2025-12-27,Online,Pending,Pending
ORD-00029310,CUST-002050,2026-06-21,2026-06-21,Retail,Completed,Partial
ORD-00029311,CUST-001536,2026-02-27,2026-02-27,Online,Completed,Partial
ORD-00029312,CUST-000726,2026-04-05,2026-04-05,Distributor,Completed,Paid
ORD-00029313,CUST-000019,2026-04-11,2026-04-11,Retail,Cancelled,Paid
ORD-00029314,CUST-002791,2025-05-10,2025-05-10,Retail,Completed,Pending
ORD-00029315,CUST-000778,2025-04-13,2025-04-13,Distributor,Cancelled,Paid
ORD-00029316,CUST-001807,2025-04-03,2025-04-03,Online,Cancelled,Paid
ORD-00029317,CUST-003429,2026-01-04,2026-01-04,Distributor,Completed,Pending
ORD-00029318,CUST-000728,2026-03-14,2026-03-14,Retail,Completed,Paid
ORD-00029319,CUST-002991,2025-10-04,2025-10-04,Online,Completed,Pending
ORD-00029320,CUST-001950,2025-11-13,2025-11-13,Online,Cancelled,Paid
ORD-00029321,CUST-001512,2025-09-18,2025-09-18,Distributor,Completed,Paid
ORD-00029322,CUST-004118,2026-02-02,2026-02-02,Retail,Completed,Paid
ORD-00029323,CUST-001994,2026-04-21,2026-04-21,Online,Completed,Paid
ORD-00029324,CUST-004403,2026-08-19,2026-08-19,Online,Cancelled,Pending
ORD-00029325,CUST-004273,2026-06-20,2026-06-20,Retail,Completed,Pending
ORD-00029326,CUST-003195,2026-08-21,2026-08-21,Retail,Completed,Pending
ORD-00029327,CUST-002096,2026-01-31,2026-01-31,Distributor,Completed,Paid
ORD-00029328,CUST-004033,2025-07-29,2025-07-29,Retail,Pending,Paid
ORD-00029329,CUST-002892,2024-10-23,2024-10-23,Retail,Completed,Paid
ORD-00029330,CUST-004375,2025-05-27,2025-05-27,Online,Completed,Paid
ORD-00029331,CUST-001086,2026-03-13,2026-03-13,Direct,Completed,Paid
ORD-00029332,CUST-003915,2025-10-13,2025-10-13,Direct,Completed,Partial
ORD-00029333,CUST-004859,2026-04-10,2026-04-10,Online,Completed,Paid
ORD-00029334,CUST-003913,2024-11-01,2024-11-01,Retail,Completed,Pending
ORD-00029335,CUST-004318,2024-08-27,2024-08-27,Direct,Pending,Partial
ORD-00029336,CUST-000141,2026-03-29,2026-03-29,Distributor,Pending,Paid
ORD-00029337,CUST-003241,2025-02-10,2025-02-10,Online,Completed,Paid
ORD-00029338,CUST-004379,2026-08-21,2026-08-21,Retail,Completed,Partial
ORD-00029339,CUST-000064,2026-06-25,2026-06-25,Direct,Cancelled,Pending
ORD-00029340,CUST-000953,2024-10-25,2024-10-25,Distributor,Completed,Pending
ORD-00029341,CUST-004456,2025-07-03,2025-07-03,Direct,Completed,Paid
ORD-00029342,CUST-003830,2025-03-17,2025-03-17,Retail,Completed,Partial
ORD-00029343,CUST-001402,2025-12-25,2025-12-25,Retail,Completed,Partial
ORD-00029344,CUST-004856,2025-04-13,2025-04-13,Retail,Completed,Paid
ORD-00029345,CUST-004496,2026-05-23,2026-05-23,Distributor,Completed,Pending
ORD-00029346,CUST-004202,2025-06-30,2025-06-30,Distributor,Completed,Pending
ORD-00029347,CUST-004529,2025-02-10,2025-02-10,Retail,Completed,Paid
ORD-00029348,CUST-001158,2025-09-19,2025-09-19,Direct,Pending,Paid
ORD-00029349,CUST-000189,2026-05-26,2026-05-26,Distributor,Completed,Pending
ORD-00029350,CUST-003656,2026-01-03,2026-01-03,Direct,Cancelled,Partial
ORD-00029351,CUST-002606,2025-03-22,2025-03-22,Online,Completed,Partial
ORD-00029352,CUST-000927,2025-09-01,2025-09-01,Retail,Pending,Paid
ORD-00029353,CUST-001648,2025-09-02,2025-09-02,Distributor,Completed,Paid
ORD-00029354,CUST-001076,2025-01-13,2025-01-13,Direct,Pending,Partial
ORD-00029355,CUST-003349,2024-09-21,2024-09-21,Direct,Pending,Paid
ORD-00029356,CUST-001152,2025-03-17,2025-03-17,Retail,Cancelled,Pending
ORD-00029357,CUST-004038,2026-06-19,2026-06-19,Distributor,Completed,Partial
ORD-00029358,CUST-001161,2024-11-11,2024-11-11,Online,Completed,Partial
ORD-00029359,CUST-000673,2026-05-10,2026-05-10,Distributor,Completed,Paid
ORD-00029360,CUST-000832,2026-01-01,2026-01-01,Distributor,Completed,Partial
ORD-00029361,CUST-001158,2026-01-05,2026-01-05,Direct,Cancelled,Paid
ORD-00029362,CUST-004211,2025-03-10,2025-03-10,Retail,Completed,Paid
ORD-00029363,CUST-002043,2025-03-22,2025-03-22,Direct,Pending,Pending
ORD-00029364,CUST-003285,2025-04-10,2025-04-10,Online,Completed,Partial
ORD-00029365,CUST-002515,2025-02-18,2025-02-18,Direct,Pending,Paid
ORD-00029366,CUST-004741,2025-08-31,2025-08-31,Direct,Completed,Paid
ORD-00029367,CUST-001537,2025-07-23,2025-07-23,Distributor,Completed,Pending
ORD-00029368,CUST-000623,2024-10-29,2024-10-29,Direct,Completed,Paid
ORD-00029369,CUST-001541,2026-07-28,2026-07-28,Direct,Cancelled,Paid
ORD-00029370,CUST-003432,2026-02-20,2026-02-20,Distributor,Completed,Paid
ORD-00029371,CUST-004474,2025-11-14,2025-11-14,Direct,Completed,Pending
ORD-00029372,CUST-002831,2026-08-10,2026-08-10,Retail,Completed,Pending
ORD-00029373,CUST-003694,2026-07-29,2026-07-29,Retail,Completed,Partial
ORD-00029374,CUST-003268,2024-10-12,2024-10-12,Online,Completed,Partial
ORD-00029375,CUST-000600,2024-12-17,2024-12-17,Retail,Cancelled,Paid
ORD-00029376,CUST-003778,2026-03-14,2026-03-14,Direct,Completed,Pending
ORD-00029377,CUST-004458,2025-07-27,2025-07-27,Distributor,Completed,Paid
ORD-00029378,CUST-003901,2025-05-31,2025-05-31,Direct,Completed,Pending
ORD-00029379,CUST-003537,2026-08-11,2026-08-11,Retail,Cancelled,Partial
ORD-00029380,CUST-002348,2026-07-27,2026-07-27,Direct,Completed,Partial
ORD-00029381,CUST-002979,2026-06-24,2026-06-24,Distributor,Pending,Partial
ORD-00029382,CUST-004881,2025-02-10,2025-02-10,Direct,Cancelled,Pending
ORD-00029383,CUST-001799,2024-09-05,2024-09-05,Distributor,Completed,Partial
ORD-00029384,CUST-003608,2025-10-18,2025-10-18,Retail,Completed,Paid
ORD-00029385,CUST-000429,2025-07-20,2025-07-20,Online,Completed,Paid
ORD-00029386,CUST-002548,2025-06-14,2025-06-14,Retail,Cancelled,Partial
ORD-00029387,CUST-001789,2025-06-22,2025-06-22,Online,Completed,Partial
ORD-00029388,CUST-002420,2026-04-30,2026-04-30,Distributor,Completed,Paid
ORD-00029389,CUST-004277,2025-05-14,2025-05-14,Online,Completed,Partial
ORD-00029390,CUST-000919,2026-03-12,2026-03-12,Distributor,Completed,Paid
ORD-00029391,CUST-004072,2025-01-24,2025-01-24,Retail,Completed,Paid
ORD-00029392,CUST-002114,2026-03-31,2026-03-31,Direct,Completed,Partial
ORD-00029393,CUST-002982,2025-04-25,2025-04-25,Online,Completed,Partial
ORD-00029394,CUST-003714,2026-02-05,2026-02-05,Distributor,Completed,Pending
ORD-00029395,CUST-003087,2026-06-01,2026-06-01,Retail,Pending,Pending
ORD-00029396,CUST-000965,2025-03-26,2025-03-26,Online,Cancelled,Partial
ORD-00029397,CUST-000683,2024-08-27,2024-08-27,Online,Completed,Paid
ORD-00029398,CUST-003347,2026-04-24,2026-04-24,Direct,Completed,Paid
ORD-00029399,CUST-004869,2025-02-07,2025-02-07,Distributor,Completed,Partial
ORD-00029400,CUST-000074,2026-01-08,2026-01-08,Online,Completed,Paid
ORD-00029401,CUST-001960,2026-04-13,2026-04-13,Retail,Cancelled,Paid
ORD-00029402,CUST-003522,2025-02-10,2025-02-10,Retail,Pending,Paid
ORD-00029403,CUST-003651,2024-12-19,2024-12-19,Distributor,Cancelled,Pending
ORD-00029404,CUST-004611,2026-01-07,2026-01-07,Distributor,Cancelled,Paid
ORD-00029405,CUST-001221,2025-12-22,2025-12-22,Retail,Cancelled,Partial
ORD-00029406,CUST-001140,2026-03-30,2026-03-30,Online,Completed,Pending
ORD-00029407,CUST-004810,2024-12-24,2024-12-24,Retail,Completed,Paid
ORD-00029408,CUST-000902,2025-09-29,2025-09-29,Retail,Completed,Pending
ORD-00029409,CUST-004975,2026-04-25,2026-04-25,Direct,Completed,Pending
ORD-00029410,CUST-004281,2026-02-11,2026-02-11,Online,Cancelled,Paid
ORD-00029411,CUST-000127,2025-03-29,2025-03-29,Retail,Pending,Paid
ORD-00029412,CUST-002668,2026-02-21,2026-02-21,Retail,Pending,Paid
ORD-00029413,CUST-004742,2025-07-28,2025-07-28,Direct,Completed,Pending
ORD-00029414,CUST-002777,2025-02-12,2025-02-12,Direct,Pending,Paid
ORD-00029415,CUST-004887,2024-09-03,2024-09-03,Distributor,Cancelled,Paid
ORD-00029416,CUST-002176,2026-08-15,2026-08-15,Online,Completed,Paid
ORD-00029417,CUST-001098,2025-06-26,2025-06-26,Online,Pending,Partial
ORD-00029418,CUST-003262,2025-03-10,2025-03-10,Distributor,Completed,Paid
ORD-00029419,CUST-002008,2026-05-28,2026-05-28,Online,Pending,Pending
ORD-00029420,CUST-001756,2026-01-03,2026-01-03,Distributor,Completed,Paid
ORD-00029421,CUST-000993,2024-09-27,2024-09-27,Online,Cancelled,Paid
ORD-00029422,CUST-004458,2026-01-09,2026-01-09,Distributor,Pending,Paid
ORD-00029423,CUST-000181,2026-03-11,2026-03-11,Retail,Pending,Partial
ORD-00029424,CUST-004430,2025-06-17,2025-06-17,Online,Completed,Partial
ORD-00029425,CUST-002882,2025-12-10,2025-12-10,Retail,Completed,Paid
ORD-00029426,CUST-004625,2025-11-05,2025-11-05,Direct,Completed,Paid
ORD-00029427,CUST-000007,2025-05-26,2025-05-26,Online,Completed,Pending
ORD-00029428,CUST-004663,2026-04-26,2026-04-26,Online,Pending,Paid
ORD-00029429,CUST-002304,2026-07-14,2026-07-14,Distributor,Pending,Pending
ORD-00029430,CUST-003789,2024-12-14,2024-12-14,Direct,Completed,Paid
ORD-00029431,CUST-000285,2024-12-27,2024-12-27,Distributor,Completed,Partial
ORD-00029432,CUST-000780,2025-02-10,2025-02-10,Retail,Completed,Partial
ORD-00029433,CUST-000505,2024-09-17,2024-09-17,Direct,Completed,Paid
ORD-00029434,CUST-000169,2026-08-18,2026-08-18,Retail,Completed,Pending
ORD-00029435,CUST-004919,2025-03-18,2025-03-18,Online,Pending,Pending
ORD-00029436,CUST-001024,2025-02-05,2025-02-05,Distributor,Completed,Pending
ORD-00029437,CUST-002294,2024-10-12,2024-10-12,Distributor,Completed,Partial
ORD-00029438,CUST-004806,2024-10-09,2024-10-09,Distributor,Completed,Pending
ORD-00029439,CUST-002486,2025-12-03,2025-12-03,Online,Cancelled,Partial
ORD-00029440,CUST-001276,2025-09-16,2025-09-16,Online,Completed,Paid
ORD-00029441,CUST-002041,2026-06-21,2026-06-21,Direct,Completed,Partial
ORD-00029442,CUST-001773,2025-11-20,2025-11-20,Distributor,Completed,Pending
ORD-00029443,CUST-000173,2025-01-10,2025-01-10,Online,Completed,Paid
ORD-00029444,CUST-001189,2026-08-16,2026-08-16,Online,Cancelled,Partial
ORD-00029445,CUST-003483,2025-11-24,2025-11-24,Online,Completed,Paid
ORD-00029446,CUST-001597,2025-07-20,2025-07-20,Direct,Pending,Pending
ORD-00029447,CUST-004537,2025-10-31,2025-10-31,Retail,Completed,Pending
ORD-00029448,CUST-003042,2025-11-04,2025-11-04,Online,Pending,Paid
ORD-00029449,CUST-003393,2026-02-07,2026-02-07,Online,Cancelled,Pending
ORD-00029450,CUST-000085,2025-03-31,2025-03-31,Distributor,Completed,Pending
ORD-00029451,CUST-001667,2024-10-06,2024-10-06,Direct,Completed,Partial
ORD-00029452,CUST-003754,2025-06-26,2025-06-26,Distributor,Completed,Paid
ORD-00029453,CUST-000666,2025-05-31,2025-05-31,Online,Completed,Partial
ORD-00029454,CUST-000195,2025-07-28,2025-07-28,Direct,Cancelled,Pending
ORD-00029455,CUST-000920,2024-11-15,2024-11-15,Direct,Cancelled,Paid
ORD-00029456,CUST-002411,2024-09-30,2024-09-30,Retail,Cancelled,Pending
ORD-00029457,CUST-000284,2025-09-15,2025-09-15,Distributor,Completed,Paid
ORD-00029458,CUST-000045,2024-11-11,2024-11-11,Distributor,Pending,Partial
ORD-00029459,CUST-002608,2025-09-30,2025-09-30,Retail,Completed,Paid
ORD-00029460,CUST-003831,2025-01-29,2025-01-29,Distributor,Cancelled,Pending
ORD-00029461,CUST-003171,2025-03-14,2025-03-14,Retail,Completed,Paid
ORD-00029462,CUST-000498,2024-08-30,2024-08-30,Direct,Cancelled,Partial
ORD-00029463,CUST-001149,2024-12-14,2024-12-14,Direct,Completed,Pending
ORD-00029464,CUST-003994,2025-04-28,2025-04-28,Distributor,Completed,Paid
ORD-00029465,CUST-004838,2025-03-22,2025-03-22,Online,Cancelled,Partial
ORD-00029466,CUST-004723,2026-02-22,2026-02-22,Direct,Completed,Paid
ORD-00029467,CUST-001155,2026-04-24,2026-04-24,Direct,Completed,Partial
ORD-00029468,CUST-004003,2026-04-06,2026-04-06,Direct,Completed,Paid
ORD-00029469,CUST-004304,2026-08-10,2026-08-10,Direct,Completed,Paid
ORD-00029470,CUST-003953,2026-08-15,2026-08-15,Distributor,Pending,Partial
ORD-00029471,CUST-001854,2026-08-11,2026-08-11,Online,Pending,Pending
ORD-00029472,CUST-003161,2024-12-09,2024-12-09,Retail,Completed,Paid
ORD-00029473,CUST-001639,2025-11-20,2025-11-20,Retail,Completed,Paid
ORD-00029474,CUST-004084,2026-02-24,2026-02-24,Direct,Pending,Paid
ORD-00029475,CUST-002378,2025-08-26,2025-08-26,Online,Completed,Paid
ORD-00029476,CUST-000727,2025-01-11,2025-01-11,Retail,Completed,Partial
ORD-00029477,CUST-004406,2025-08-26,2025-08-26,Distributor,Completed,Pending
ORD-00029478,CUST-001459,2025-09-06,2025-09-06,Online,Cancelled,Partial
ORD-00029479,CUST-004237,2026-08-08,2026-08-08,Online,Pending,Pending
ORD-00029480,CUST-004964,2026-06-08,2026-06-08,Online,Pending,Pending
ORD-00029481,CUST-001032,2024-09-20,2024-09-20,Direct,Completed,Paid
ORD-00029482,CUST-002234,2025-05-20,2025-05-20,Direct,Pending,Paid
ORD-00029483,CUST-003367,2026-07-20,2026-07-20,Direct,Completed,Paid
ORD-00029484,CUST-001225,2024-09-13,2024-09-13,Online,Cancelled,Paid
ORD-00029485,CUST-003908,2025-11-10,2025-11-10,Direct,Completed,Paid
ORD-00029486,CUST-003062,2026-04-23,2026-04-23,Retail,Completed,Partial
ORD-00029487,CUST-000762,2025-05-18,2025-05-18,Direct,Completed,Partial
ORD-00029488,CUST-002682,2025-04-18,2025-04-18,Direct,Completed,Pending
ORD-00029489,CUST-000128,2026-01-18,2026-01-18,Direct,Cancelled,Partial
ORD-00029490,CUST-004234,2025-07-10,2025-07-10,Online,Completed,Paid
ORD-00029491,CUST-001320,2026-07-26,2026-07-26,Direct,Pending,Paid
ORD-00029492,CUST-001388,2026-08-23,2026-08-23,Distributor,Pending,Paid
ORD-00029493,CUST-000568,2026-02-25,2026-02-25,Direct,Completed,Partial
ORD-00029494,CUST-002089,2026-05-20,2026-05-20,Direct,Completed,Paid
ORD-00029495,CUST-001360,2025-08-26,2025-08-26,Online,Completed,Partial
ORD-00029496,CUST-002128,2026-06-04,2026-06-04,Online,Completed,Pending
ORD-00029497,CUST-003002,2026-02-03,2026-02-03,Online,Completed,Pending
ORD-00029498,CUST-004675,2025-12-24,2025-12-24,Distributor,Completed,Paid
ORD-00029499,CUST-003253,2025-05-02,2025-05-02,Retail,Pending,Partial
ORD-00029500,CUST-001277,2026-01-29,2026-01-29,Distributor,Completed,Paid
ORD-00029501,CUST-003978,2024-10-04,2024-10-04,Distributor,Completed,Partial
ORD-00029502,CUST-002665,2025-07-05,2025-07-05,Direct,Completed,Paid
ORD-00029503,CUST-001546,2025-12-11,2025-12-11,Retail,Pending,Partial
ORD-00029504,CUST-001542,2025-03-02,2025-03-02,Online,Completed,Paid
ORD-00029505,CUST-000253,2026-04-04,2026-04-04,Retail,Completed,Paid
ORD-00029506,CUST-004200,2026-06-07,2026-06-07,Online,Pending,Partial
ORD-00029507,CUST-002054,2025-10-24,2025-10-24,Direct,Completed,Paid
ORD-00029508,CUST-002848,2025-04-14,2025-04-14,Retail,Completed,Partial
ORD-00029509,CUST-003120,2026-01-04,2026-01-04,Retail,Completed,Pending
ORD-00029510,CUST-000854,2025-04-27,2025-04-27,Online,Completed,Paid
ORD-00029511,CUST-001501,2025-11-19,2025-11-19,Direct,Pending,Pending
ORD-00029512,CUST-001882,2024-10-10,2024-10-10,Distributor,Cancelled,Partial
ORD-00029513,CUST-001034,2025-07-19,2025-07-19,Distributor,Pending,Paid
ORD-00029514,CUST-003003,2026-01-06,2026-01-06,Online,Pending,Pending
ORD-00029515,CUST-000155,2026-03-02,2026-03-02,Online,Cancelled,Partial
ORD-00029516,CUST-002010,2025-12-08,2025-12-08,Online,Completed,Pending
ORD-00029517,CUST-004170,2024-12-15,2024-12-15,Online,Cancelled,Paid
ORD-00029518,CUST-004685,2025-09-10,2025-09-10,Online,Completed,Paid
ORD-00029519,CUST-000045,2025-04-17,2025-04-17,Retail,Completed,Pending
ORD-00029520,CUST-003028,2025-07-27,2025-07-27,Online,Completed,Pending
ORD-00029521,CUST-002111,2025-06-15,2025-06-15,Direct,Cancelled,Paid
ORD-00029522,CUST-003840,2025-09-18,2025-09-18,Direct,Completed,Paid
ORD-00029523,CUST-001648,2025-01-23,2025-01-23,Distributor,Completed,Pending
ORD-00029524,CUST-001917,2025-08-21,2025-08-21,Distributor,Completed,Partial
ORD-00029525,CUST-003582,2026-01-28,2026-01-28,Distributor,Pending,Paid
ORD-00029526,CUST-002834,2024-12-13,2024-12-13,Online,Completed,Paid
ORD-00029527,CUST-002072,2025-05-01,2025-05-01,Online,Completed,Paid
ORD-00029528,CUST-000124,2026-05-21,2026-05-21,Distributor,Pending,Paid
ORD-00029529,CUST-004244,2024-12-14,2024-12-14,Direct,Completed,Paid
ORD-00029530,CUST-001541,2024-10-09,2024-10-09,Distributor,Completed,Paid
ORD-00029531,CUST-004768,2025-01-13,2025-01-13,Online,Cancelled,Paid
ORD-00029532,CUST-000005,2024-09-24,2024-09-24,Distributor,Pending,Pending
ORD-00029533,CUST-000134,2026-07-14,2026-07-14,Online,Pending,Paid
ORD-00029534,CUST-004531,2025-07-22,2025-07-22,Online,Completed,Pending
ORD-00029535,CUST-001787,2026-03-22,2026-03-22,Distributor,Completed,Paid
ORD-00029536,CUST-001709,2026-06-17,2026-06-17,Direct,Completed,Paid
ORD-00029537,CUST-001141,2026-02-05,2026-02-05,Distributor,Cancelled,Paid
ORD-00029538,CUST-004911,2026-08-02,2026-08-02,Retail,Pending,Partial
ORD-00029539,CUST-003423,2024-10-16,2024-10-16,Online,Completed,Paid
ORD-00029540,CUST-002240,2025-04-14,2025-04-14,Retail,Completed,Paid
ORD-00029541,CUST-001502,2026-07-29,2026-07-29,Online,Cancelled,Partial
ORD-00029542,CUST-004057,2024-09-12,2024-09-12,Direct,Cancelled,Pending
ORD-00029543,CUST-002528,2025-09-12,2025-09-12,Retail,Cancelled,Pending
ORD-00029544,CUST-000949,2026-08-06,2026-08-06,Retail,Completed,Paid
ORD-00029545,CUST-000280,2026-02-02,2026-02-02,Online,Cancelled,Partial
ORD-00029546,CUST-003970,2024-11-15,2024-11-15,Distributor,Completed,Paid
ORD-00029547,CUST-003474,2026-08-01,2026-08-01,Distributor,Completed,Partial
ORD-00029548,CUST-002011,2024-11-30,2024-11-30,Distributor,Completed,Pending
ORD-00029549,CUST-001099,2026-02-09,2026-02-09,Direct,Completed,Paid
ORD-00029550,CUST-002519,2026-08-04,2026-08-04,Online,Completed,Partial
ORD-00029551,CUST-002549,2024-10-23,2024-10-23,Retail,Cancelled,Pending
ORD-00029552,CUST-003445,2025-05-24,2025-05-24,Direct,Completed,Partial
ORD-00029553,CUST-001012,2026-07-17,2026-07-17,Distributor,Completed,Paid
ORD-00029554,CUST-002443,2026-01-12,2026-01-12,Retail,Completed,Pending
ORD-00029555,CUST-001872,2024-10-10,2024-10-10,Distributor,Completed,Pending
ORD-00029556,CUST-000977,2025-08-23,2025-08-23,Retail,Completed,Paid
ORD-00029557,CUST-002136,2026-01-25,2026-01-25,Distributor,Completed,Pending
ORD-00029558,CUST-001220,2025-11-12,2025-11-12,Retail,Pending,Partial
ORD-00029559,CUST-004981,2025-10-19,2025-10-19,Direct,Completed,Paid
ORD-00029560,CUST-001806,2024-12-25,2024-12-25,Online,Pending,Paid
ORD-00029561,CUST-002340,2025-09-14,2025-09-14,Retail,Completed,Pending
ORD-00029562,CUST-002875,2025-05-19,2025-05-19,Online,Completed,Paid
ORD-00029563,CUST-002411,2025-07-28,2025-07-28,Distributor,Completed,Pending
ORD-00029564,CUST-000359,2025-08-08,2025-08-08,Direct,Completed,Paid
ORD-00029565,CUST-003553,2026-01-14,2026-01-14,Direct,Completed,Pending
ORD-00029566,CUST-004227,2024-11-28,2024-11-28,Distributor,Cancelled,Pending
ORD-00029567,CUST-004432,2026-05-24,2026-05-24,Online,Completed,Paid
ORD-00029568,CUST-002558,2026-01-06,2026-01-06,Retail,Pending,Partial
ORD-00029569,CUST-001050,2026-05-17,2026-05-17,Distributor,Completed,Paid
ORD-00029570,CUST-003045,2025-04-25,2025-04-25,Distributor,Completed,Paid
ORD-00029571,CUST-000355,2025-09-24,2025-09-24,Direct,Completed,Paid
ORD-00029572,CUST-000244,2025-12-16,2025-12-16,Retail,Completed,Partial
ORD-00029573,CUST-001664,2025-08-05,2025-08-05,Direct,Completed,Pending
ORD-00029574,CUST-002564,2025-07-01,2025-07-01,Distributor,Pending,Pending
ORD-00029575,CUST-004163,2026-04-02,2026-04-02,Distributor,Completed,Pending
ORD-00029576,CUST-003867,2026-06-17,2026-06-17,Direct,Completed,Partial
ORD-00029577,CUST-001367,2025-05-15,2025-05-15,Direct,Completed,Paid
ORD-00029578,CUST-002713,2024-11-23,2024-11-23,Retail,Completed,Paid
ORD-00029579,CUST-002471,2026-08-20,2026-08-20,Direct,Completed,Paid
ORD-00029580,CUST-003691,2025-08-06,2025-08-06,Distributor,Completed,Paid
ORD-00029581,CUST-001455,2025-06-05,2025-06-05,Direct,Pending,Paid
ORD-00029582,CUST-002231,2025-09-17,2025-09-17,Online,Cancelled,Paid
ORD-00029583,CUST-002941,2026-02-28,2026-02-28,Direct,Cancelled,Paid
ORD-00029584,CUST-000619,2025-06-07,2025-06-07,Retail,Cancelled,Paid
ORD-00029585,CUST-004009,2026-03-20,2026-03-20,Direct,Completed,Partial
ORD-00029586,CUST-002494,2025-09-22,2025-09-22,Distributor,Completed,Paid
ORD-00029587,CUST-002262,2026-03-16,2026-03-16,Direct,Completed,Partial
ORD-00029588,CUST-003219,2024-09-26,2024-09-26,Distributor,Completed,Partial
ORD-00029589,CUST-000310,2026-02-06,2026-02-06,Retail,Completed,Pending
ORD-00029590,CUST-003627,2026-08-20,2026-08-20,Retail,Pending,Paid
ORD-00029591,CUST-000520,2025-12-26,2025-12-26,Online,Completed,Pending
ORD-00029592,CUST-002900,2025-01-08,2025-01-08,Retail,Pending,Partial
ORD-00029593,CUST-001463,2026-08-13,2026-08-13,Direct,Pending,Pending
ORD-00029594,CUST-000567,2025-04-13,2025-04-13,Retail,Completed,Paid
ORD-00029595,CUST-001848,2025-10-15,2025-10-15,Online,Pending,Paid
ORD-00029596,CUST-003080,2025-09-06,2025-09-06,Direct,Completed,Paid
ORD-00029597,CUST-003992,2025-09-14,2025-09-14,Retail,Completed,Pending
ORD-00029598,CUST-000892,2025-03-12,2025-03-12,Distributor,Cancelled,Pending
ORD-00029599,CUST-002740,2025-08-06,2025-08-06,Online,Cancelled,Pending
ORD-00029600,CUST-004242,2025-06-07,2025-06-07,Online,Completed,Paid
ORD-00029601,CUST-004137,2025-10-27,2025-10-27,Retail,Cancelled,Partial
ORD-00029602,CUST-004725,2024-11-27,2024-11-27,Retail,Completed,Pending
ORD-00029603,CUST-001113,2024-10-18,2024-10-18,Distributor,Cancelled,Paid
ORD-00029604,CUST-002519,2025-09-19,2025-09-19,Direct,Completed,Paid
ORD-00029605,CUST-000539,2025-07-10,2025-07-10,Online,Cancelled,Paid
ORD-00029606,CUST-001925,2025-03-16,2025-03-16,Retail,Cancelled,Partial
ORD-00029607,CUST-001388,2024-12-16,2024-12-16,Online,Cancelled,Partial
ORD-00029608,CUST-000656,2025-11-25,2025-11-25,Retail,Completed,Paid
ORD-00029609,CUST-001021,2024-10-14,2024-10-14,Online,Completed,Pending
ORD-00029610,CUST-000386,2025-10-16,2025-10-16,Direct,Completed,Paid
ORD-00029611,CUST-002029,2024-09-18,2024-09-18,Online,Completed,Partial
ORD-00029612,CUST-004064,2026-03-09,2026-03-09,Distributor,Cancelled,Paid
ORD-00029613,CUST-003725,2025-11-05,2025-11-05,Online,Completed,Partial
ORD-00029614,CUST-004293,2024-09-29,2024-09-29,Distributor,Completed,Pending
ORD-00029615,CUST-004975,2025-01-08,2025-01-08,Distributor,Cancelled,Pending
ORD-00029616,CUST-001632,2024-12-06,2024-12-06,Distributor,Pending,Paid
ORD-00029617,CUST-000270,2024-09-15,2024-09-15,Distributor,Completed,Pending
ORD-00029618,CUST-004181,2024-12-18,2024-12-18,Direct,Completed,Paid
ORD-00029619,CUST-001434,2026-04-02,2026-04-02,Retail,Pending,Partial
ORD-00029620,CUST-000603,2025-12-24,2025-12-24,Retail,Pending,Paid
ORD-00029621,CUST-003173,2026-08-20,2026-08-20,Direct,Completed,Paid
ORD-00029622,CUST-001159,2025-03-31,2025-03-31,Retail,Completed,Paid
