movement_id,movement_date,material_id,warehouse,movement_type,quantity
INV-00031975,2026-01-12,MAT-004,WH-002,Return,2614
INV-00031976,2024-10-19,MAT-006,WH-003,Production Consumption,4465
INV-00031977,2025-09-11,MAT-009,WH-002,Sales,3184
INV-00031978,2026-01-29,MAT-010,WH-002,Purchase,1617
INV-00031979,2025-02-13,MAT-003,WH-001,Production Consumption,594
INV-00031980,2025-05-28,MAT-006,WH-003,Production Consumption,3135
INV-00031981,2026-07-19,MAT-009,WH-002,Production Consumption,2242
INV-00031982,2024-12-10,MAT-007,WH-001,Production Consumption,3747
INV-00031983,2026-05-10,MAT-001,WH-002,Adjustment,2995
INV-00031984,2024-10-07,MAT-005,WH-003,Purchase,1383
INV-00031985,2025-11-16,MAT-001,WH-002,Sales,555
INV-00031986,2025-09-04,MAT-004,WH-002,Adjustment,3085
INV-00031987,2025-08-14,MAT-001,WH-003,Production Consumption,583
INV-00031988,2024-12-20,MAT-009,WH-001,Sales,4890
INV-00031989,2025-09-13,MAT-003,WH-003,Adjustment,3868
INV-00031990,2025-05-18,MAT-001,WH-002,Production Consumption,4137
INV-00031991,2024-10-04,MAT-010,WH-001,Purchase,2206
INV-00031992,2025-07-25,MAT-005,WH-002,Production Consumption,83
INV-00031993,2026-01-18,MAT-004,WH-001,Adjustment,4674
INV-00031994,2026-07-15,MAT-006,WH-001,Production Consumption,1807
INV-00031995,2025-07-04,MAT-008,WH-002,Adjustment,1056
INV-00031996,2026-05-25,MAT-009,WH-003,Sales,4438
INV-00031997,2024-12-18,MAT-010,WH-002,Purchase,2402
INV-00031998,2025-12-20,MAT-001,WH-003,Production Consumption,2073
INV-00031999,2025-07-30,MAT-005,WH-003,Purchase,4131
INV-00032000,2025-06-06,MAT-008,WH-001,Purchase,1912
INV-00032001,2026-03-31,MAT-010,WH-003,Production Consumption,3322
INV-00032002,2025-03-19,MAT-005,WH-002,Return,2500
INV-00032003,2025-02-10,MAT-006,WH-003,Return,4609
INV-00032004,2025-10-15,MAT-010,WH-003,Adjustment,1164
INV-00032005,2026-02-19,MAT-009,WH-001,Return,4782
INV-00032006,2026-02-07,MAT-005,WH-001,Purchase,647
INV-00032007,2024-11-17,MAT-003,WH-002,Sales,1897
INV-00032008,2025-11-30,MAT-004,WH-003,Adjustment,2342
INV-00032009,2024-11-30,MAT-005,WH-003,Production Consumption,901
INV-00032010,2024-09-29,MAT-005,WH-001,Purchase,4054
INV-00032011,2025-04-18,MAT-004,WH-002,Sales,2697
INV-00032012,2024-09-01,MAT-001,WH-002,Adjustment,3947
INV-00032013,2024-10-13,MAT-007,WH-003,Production Consumption,2151
INV-00032014,2026-02-26,MAT-008,WH-001,Purchase,2953
INV-00032015,2025-02-28,MAT-008,WH-002,Purchase,3914
INV-00032016,2026-04-05,MAT-002,WH-002,Production Consumption,2707
INV-00032017,2026-03-10,MAT-009,WH-002,Production Consumption,1958
INV-00032018,2026-05-11,MAT-007,WH-002,Return,2483
INV-00032019,2024-10-05,MAT-010,WH-001,Production Consumption,236
INV-00032020,2025-07-18,MAT-007,WH-003,Adjustment,1659
INV-00032021,2026-04-16,MAT-002,WH-001,Adjustment,1019
INV-00032022,2025-12-18,MAT-002,WH-003,Production Consumption,2705
INV-00032023,2025-04-05,MAT-003,WH-001,Return,1327
INV-00032024,2026-08-04,MAT-004,WH-003,Sales,4710
INV-00032025,2026-05-22,MAT-001,WH-003,Purchase,2634
INV-00032026,2026-05-19,MAT-004,WH-001,Sales,3924
INV-00032027,2026-08-02,MAT-005,WH-003,Sales,3084
INV-00032028,2025-07-26,MAT-002,WH-002,Return,3166
INV-00032029,2025-02-12,MAT-001,WH-002,Sales,2005
INV-00032030,2026-05-23,MAT-008,WH-002,Purchase,3908
INV-00032031,2025-05-07,MAT-010,WH-003,Production Consumption,522
INV-00032032,2026-03-12,MAT-007,WH-003,Production Consumption,1028
INV-00032033,2026-03-14,MAT-004,WH-003,Adjustment,3957
INV-00032034,2025-04-04,MAT-007,WH-002,Production Consumption,4119
INV-00032035,2025-06-27,MAT-006,WH-003,Return,2973
INV-00032036,2025-03-11,MAT-010,WH-003,Sales,938
INV-00032037,2025-12-26,MAT-005,WH-002,Return,4194
INV-00032038,2025-07-08,MAT-002,WH-003,Production Consumption,2681
INV-00032039,2025-01-10,MAT-004,WH-003,Production Consumption,636
INV-00032040,2026-08-17,MAT-004,WH-003,Purchase,3121
INV-00032041,2026-06-04,MAT-009,WH-001,Return,2578
INV-00032042,2026-04-13,MAT-002,WH-002,Sales,3578
INV-00032043,2026-01-29,MAT-006,WH-002,Production Consumption,3207
INV-00032044,2026-06-20,MAT-010,WH-001,Adjustment,2229
INV-00032045,2026-02-07,MAT-007,WH-003,Production Consumption,3745
INV-00032046,2026-08-08,MAT-007,WH-002,Sales,3460
INV-00032047,2025-06-18,MAT-001,WH-001,Production Consumption,684
INV-00032048,2025-12-04,MAT-008,WH-001,Adjustment,2335
INV-00032049,2025-06-15,MAT-005,WH-002,Sales,808
INV-00032050,2024-11-19,MAT-010,WH-002,Sales,4000
INV-00032051,2025-03-19,MAT-010,WH-003,Sales,1338
INV-00032052,2024-08-25,MAT-002,WH-002,Production Consumption,3879
INV-00032053,2025-12-18,MAT-008,WH-001,Purchase,2199
INV-00032054,2025-09-16,MAT-001,WH-002,Return,1384
INV-00032055,2025-04-07,MAT-008,WH-002,Adjustment,4365
INV-00032056,2026-01-30,MAT-002,WH-002,Sales,3117
INV-00032057,2025-11-14,MAT-005,WH-002,Production Consumption,891
INV-00032058,2025-09-02,MAT-001,WH-002,Purchase,4477
INV-00032059,2025-07-15,MAT-008,WH-001,Purchase,2930
INV-00032060,2025-10-23,MAT-005,WH-003,Production Consumption,518
INV-00032061,2025-09-02,MAT-005,WH-002,Purchase,2579
INV-00032062,2024-09-06,MAT-001,WH-003,Return,257
INV-00032063,2026-05-22,MAT-002,WH-001,Production Consumption,4096
INV-00032064,2025-04-25,MAT-007,WH-002,Purchase,1762
INV-00032065,2025-12-22,MAT-003,WH-003,Purchase,55
INV-00032066,2024-09-17,MAT-009,WH-002,Adjustment,3216
INV-00032067,2024-09-11,MAT-010,WH-002,Sales,4949
INV-00032068,2024-12-03,MAT-004,WH-001,Sales,229
INV-00032069,2025-08-26,MAT-005,WH-002,Adjustment,4897
INV-00032070,2024-09-16,MAT-008,WH-001,Production Consumption,2927
INV-00032071,2024-11-08,MAT-008,WH-003,Adjustment,1888
INV-00032072,2024-12-18,MAT-009,WH-002,Production Consumption,462
INV-00032073,2025-11-23,MAT-008,WH-001,Production Consumption,4178
INV-00032074,2026-05-09,MAT-008,WH-003,Return,1734
INV-00032075,2024-11-19,MAT-001,WH-003,Return,941
INV-00032076,2026-05-07,MAT-002,WH-002,Adjustment,2861
INV-00032077,2025-07-14,MAT-001,WH-002,Adjustment,2952
INV-00032078,2025-07-16,MAT-009,WH-003,Sales,912
INV-00032079,2026-02-03,MAT-009,WH-003,Production Consumption,2097
INV-00032080,2025-12-24,MAT-005,WH-001,Return,3364
INV-00032081,2025-06-01,MAT-001,WH-003,Purchase,2418
INV-00032082,2026-08-13,MAT-004,WH-002,Adjustment,1530
INV-00032083,2025-10-30,MAT-002,WH-003,Adjustment,2600
INV-00032084,2025-06-07,MAT-009,WH-001,Production Consumption,1240
INV-00032085,2025-04-21,MAT-001,WH-002,Sales,325
INV-00032086,2025-03-26,MAT-003,WH-002,Sales,1830
INV-00032087,2025-02-26,MAT-010,WH-001,Adjustment,651
INV-00032088,2026-08-06,MAT-005,WH-002,Purchase,2331
INV-00032089,2024-11-08,MAT-006,WH-003,Production Consumption,335
INV-00032090,2025-10-18,MAT-006,WH-003,Adjustment,798
INV-00032091,2024-12-24,MAT-001,WH-002,Sales,1694
INV-00032092,2024-09-19,MAT-003,WH-002,Adjustment,4861
INV-00032093,2025-06-20,MAT-002,WH-001,Adjustment,3942
INV-00032094,2024-09-21,MAT-008,WH-001,Purchase,751
INV-00032095,2025-04-15,MAT-009,WH-001,Return,4864
INV-00032096,2025-09-06,MAT-001,WH-002,Production Consumption,4532
INV-00032097,2026-03-01,MAT-008,WH-001,Adjustment,4311
INV-00032098,2025-04-14,MAT-004,WH-002,Production Consumption,1596
INV-00032099,2025-03-03,MAT-010,WH-003,Adjustment,2458
INV-00032100,2025-12-23,MAT-007,WH-001,Adjustment,2496
INV-00032101,2024-11-26,MAT-003,WH-002,Purchase,2426
INV-00032102,2025-07-17,MAT-007,WH-001,Return,2284
INV-00032103,2025-02-15,MAT-004,WH-001,Sales,4951
INV-00032104,2024-12-25,MAT-003,WH-003,Production Consumption,1367
INV-00032105,2025-11-22,MAT-009,WH-002,Purchase,819
INV-00032106,2026-03-21,MAT-008,WH-001,Production Consumption,745
INV-00032107,2026-04-07,MAT-004,WH-002,Sales,1062
INV-00032108,2025-02-18,MAT-010,WH-003,Purchase,770
INV-00032109,2026-02-22,MAT-006,WH-002,Adjustment,1980
INV-00032110,2025-10-05,MAT-001,WH-003,Sales,831
INV-00032111,2025-05-18,MAT-002,WH-001,Purchase,4580
INV-00032112,2025-05-23,MAT-010,WH-002,Production Consumption,2624
INV-00032113,2024-11-18,MAT-007,WH-003,Production Consumption,4524
INV-00032114,2025-06-17,MAT-010,WH-003,Production Consumption,4459
INV-00032115,2026-02-16,MAT-005,WH-002,Adjustment,1016
INV-00032116,2026-08-19,MAT-005,WH-001,Sales,3635
INV-00032117,2025-08-10,MAT-004,WH-002,Purchase,3861
INV-00032118,2026-07-27,MAT-007,WH-002,Production Consumption,2472
INV-00032119,2025-04-05,MAT-009,WH-002,Purchase,4906
INV-00032120,2024-09-01,MAT-007,WH-003,Return,1110
INV-00032121,2025-10-05,MAT-003,WH-002,Production Consumption,4531
INV-00032122,2025-05-03,MAT-008,WH-003,Sales,4079
INV-00032123,2024-10-09,MAT-001,WH-003,Adjustment,2080
INV-00032124,2025-12-01,MAT-005,WH-001,Adjustment,158
INV-00032125,2025-12-17,MAT-003,WH-003,Purchase,1694
INV-00032126,2026-06-25,MAT-009,WH-002,Return,1817
INV-00032127,2025-09-22,MAT-010,WH-002,Purchase,2887
INV-00032128,2025-06-02,MAT-009,WH-003,Adjustment,4480
INV-00032129,2025-03-21,MAT-010,WH-001,Return,601
INV-00032130,2024-12-31,MAT-002,WH-002,Adjustment,493
INV-00032131,2026-01-26,MAT-003,WH-001,Purchase,1011
INV-00032132,2026-08-05,MAT-001,WH-003,Purchase,1288
INV-00032133,2024-09-28,MAT-005,WH-002,Sales,2915
INV-00032134,2025-03-15,MAT-007,WH-003,Return,2109
INV-00032135,2026-08-03,MAT-009,WH-003,Purchase,4355
INV-00032136,2025-03-31,MAT-003,WH-001,Return,4420
INV-00032137,2025-01-23,MAT-009,WH-003,Return,2533
INV-00032138,2026-07-23,MAT-008,WH-001,Adjustment,1243
INV-00032139,2025-11-27,MAT-001,WH-001,Purchase,1031
INV-00032140,2026-02-11,MAT-006,WH-002,Sales,761
INV-00032141,2025-01-01,MAT-009,WH-001,Purchase,1415
INV-00032142,2025-09-03,MAT-002,WH-001,Sales,2541
INV-00032143,2026-07-23,MAT-003,WH-003,Production Consumption,1202
INV-00032144,2025-11-11,MAT-007,WH-001,Production Consumption,3484
INV-00032145,2024-11-05,MAT-002,WH-002,Return,416
INV-00032146,2026-03-20,MAT-001,WH-002,Adjustment,135
INV-00032147,2025-07-10,MAT-002,WH-002,Sales,995
INV-00032148,2025-09-29,MAT-005,WH-003,Adjustment,3128
INV-00032149,2025-10-17,MAT-006,WH-001,Production Consumption,1967
INV-00032150,2025-04-09,MAT-007,WH-001,Adjustment,668
INV-00032151,2024-10-13,MAT-004,WH-003,Adjustment,4689
INV-00032152,2025-08-23,MAT-006,WH-003,Purchase,3517
INV-00032153,2026-08-07,MAT-007,WH-001,Return,3860
INV-00032154,2026-01-30,MAT-005,WH-002,Sales,2579
INV-00032155,2026-05-19,MAT-001,WH-002,Sales,3507
INV-00032156,2026-02-21,MAT-004,WH-002,Production Consumption,2954
INV-00032157,2024-09-25,MAT-006,WH-001,Sales,4506
INV-00032158,2024-10-18,MAT-007,WH-003,Return,1258
INV-00032159,2025-10-20,MAT-010,WH-002,Sales,111
INV-00032160,2025-04-20,MAT-002,WH-003,Sales,1952
INV-00032161,2026-02-19,MAT-009,WH-003,Return,292
INV-00032162,2026-04-04,MAT-009,WH-001,Sales,469
INV-00032163,2025-06-10,MAT-003,WH-001,Return,3501
INV-00032164,2025-02-18,MAT-003,WH-003,Purchase,2004
INV-00032165,2024-10-23,MAT-009,WH-002,Return,3561
INV-00032166,2025-02-21,MAT-003,WH-001,Production Consumption,759
INV-00032167,2026-03-20,MAT-002,WH-001,Adjustment,2319
INV-00032168,2025-07-23,MAT-005,WH-003,Sales,3516
INV-00032169,2024-10-31,MAT-005,WH-003,Sales,3481
INV-00032170,2026-01-17,MAT-010,WH-003,Production Consumption,3102
INV-00032171,2025-06-12,MAT-004,WH-001,Purchase,728
INV-00032172,2025-02-11,MAT-008,WH-002,Sales,496
INV-00032173,2024-10-05,MAT-007,WH-001,Purchase,3776
INV-00032174,2026-02-16,MAT-006,WH-001,Adjustment,512
INV-00032175,2026-07-27,MAT-007,WH-003,Adjustment,1121
INV-00032176,2024-09-23,MAT-005,WH-003,Purchase,3108
INV-00032177,2025-09-18,MAT-006,WH-002,Production Consumption,525
INV-00032178,2025-09-02,MAT-007,WH-001,Production Consumption,2773
INV-00032179,2025-04-28,MAT-007,WH-001,Adjustment,3371
INV-00032180,2026-05-10,MAT-004,WH-002,Return,3679
INV-00032181,2026-08-15,MAT-003,WH-003,Sales,1866
INV-00032182,2025-01-01,MAT-005,WH-003,Adjustment,3112
INV-00032183,2025-04-22,MAT-005,WH-001,Production Consumption,2571
INV-00032184,2025-02-23,MAT-003,WH-001,Purchase,4354
INV-00032185,2026-08-05,MAT-010,WH-003,Adjustment,4473
INV-00032186,2025-11-16,MAT-004,WH-003,Adjustment,4556
INV-00032187,2024-11-27,MAT-007,WH-002,Adjustment,116
INV-00032188,2024-09-19,MAT-010,WH-001,Sales,2099
INV-00032189,2025-10-28,MAT-007,WH-003,Adjustment,3607
INV-00032190,2026-06-04,MAT-006,WH-003,Adjustment,4744
INV-00032191,2026-04-11,MAT-004,WH-002,Sales,2944
INV-00032192,2025-04-24,MAT-001,WH-003,Production Consumption,2546
INV-00032193,2024-09-23,MAT-005,WH-002,Adjustment,4750
INV-00032194,2025-09-03,MAT-009,WH-003,Purchase,3756
INV-00032195,2025-09-22,MAT-007,WH-003,Purchase,3783
INV-00032196,2026-06-13,MAT-001,WH-001,Purchase,1528
INV-00032197,2025-03-26,MAT-009,WH-002,Production Consumption,517
INV-00032198,2025-08-20,MAT-006,WH-001,Return,3402
INV-00032199,2025-07-10,MAT-005,WH-003,Production Consumption,4593
INV-00032200,2026-07-15,MAT-008,WH-001,Return,1847
INV-00032201,2026-05-10,MAT-010,WH-001,Sales,3370
INV-00032202,2025-01-26,MAT-001,WH-003,Purchase,3840
INV-00032203,2024-10-01,MAT-005,WH-002,Production Consumption,480
INV-00032204,2026-06-13,MAT-002,WH-001,Purchase,2989
INV-00032205,2025-07-15,MAT-003,WH-002,Return,3548
INV-00032206,2025-02-13,MAT-010,WH-003,Sales,4926
INV-00032207,2026-05-05,MAT-004,WH-003,Return,3814
INV-00032208,2024-10-23,MAT-005,WH-002,Sales,4168
INV-00032209,2025-06-10,MAT-001,WH-001,Adjustment,2119
INV-00032210,2025-05-01,MAT-007,WH-002,Production Consumption,4760
INV-00032211,2025-02-26,MAT-010,WH-002,Production Consumption,4657
INV-00032212,2026-03-20,MAT-002,WH-003,Return,313
INV-00032213,2026-02-17,MAT-007,WH-001,Return,2345
INV-00032214,2025-04-09,MAT-006,WH-001,Purchase,2858
INV-00032215,2025-02-11,MAT-007,WH-001,Adjustment,2014
INV-00032216,2025-07-07,MAT-009,WH-003,Sales,4371
INV-00032217,2024-09-21,MAT-004,WH-001,Purchase,4432
INV-00032218,2025-07-10,MAT-007,WH-001,Production Consumption,2271
INV-00032219,2025-12-04,MAT-010,WH-002,Adjustment,2002
INV-00032220,2025-09-30,MAT-004,WH-001,Sales,4977
INV-00032221,2024-12-20,MAT-003,WH-003,Adjustment,1729
INV-00032222,2025-10-13,MAT-001,WH-003,Adjustment,4721
INV-00032223,2025-06-05,MAT-009,WH-001,Return,3315
INV-00032224,2025-03-30,MAT-004,WH-001,Sales,4348
INV-00032225,2026-03-23,MAT-008,WH-003,Sales,4182
INV-00032226,2025-04-29,MAT-008,WH-003,Adjustment,1060
INV-00032227,2025-10-18,MAT-006,WH-002,Purchase,4994
INV-00032228,2025-09-11,MAT-007,WH-001,Sales,3578
INV-00032229,2025-04-14,MAT-003,WH-003,Production Consumption,3953
INV-00032230,2025-05-17,MAT-003,WH-003,Purchase,1071
INV-00032231,2025-10-04,MAT-008,WH-002,Production Consumption,272
INV-00032232,2024-12-04,MAT-007,WH-002,Adjustment,3962
INV-00032233,2024-08-30,MAT-010,WH-002,Purchase,1309
INV-00032234,2025-02-20,MAT-002,WH-001,Sales,4007
INV-00032235,2025-09-02,MAT-004,WH-002,Adjustment,951
INV-00032236,2026-03-12,MAT-002,WH-003,Adjustment,4873
INV-00032237,2026-03-30,MAT-009,WH-003,Production Consumption,1179
INV-00032238,2026-03-16,MAT-002,WH-001,Return,3742
INV-00032239,2025-08-05,MAT-001,WH-001,Purchase,734
INV-00032240,2026-04-05,MAT-002,WH-001,Sales,1002
INV-00032241,2024-10-02,MAT-006,WH-003,Sales,1671
INV-00032242,2026-03-10,MAT-006,WH-002,Adjustment,1413
INV-00032243,2025-02-25,MAT-005,WH-001,Return,535
INV-00032244,2026-07-10,MAT-006,WH-002,Sales,1449
INV-00032245,2025-01-01,MAT-006,WH-003,Return,3144
INV-00032246,2025-04-18,MAT-009,WH-002,Purchase,3650
INV-00032247,2025-04-01,MAT-007,WH-002,Return,1575
INV-00032248,2025-03-16,MAT-010,WH-003,Purchase,166
INV-00032249,2024-11-26,MAT-004,WH-002,Adjustment,4890
INV-00032250,2024-12-31,MAT-006,WH-002,Production Consumption,4617
INV-00032251,2026-04-12,MAT-003,WH-003,Production Consumption,2597
INV-00032252,2025-02-01,MAT-008,WH-003,Production Consumption,2815
INV-00032253,2026-01-11,MAT-004,WH-003,Purchase,3709
INV-00032254,2025-02-08,MAT-007,WH-001,Purchase,2491
INV-00032255,2026-04-12,MAT-005,WH-002,Return,4270
INV-00032256,2026-06-25,MAT-004,WH-001,Production Consumption,2801
INV-00032257,2024-12-07,MAT-010,WH-003,Adjustment,1946
INV-00032258,2025-06-22,MAT-002,WH-002,Sales,3665
INV-00032259,2025-05-03,MAT-008,WH-001,Adjustment,1732
INV-00032260,2026-02-01,MAT-010,WH-002,Production Consumption,1453
INV-00032261,2024-12-29,MAT-009,WH-002,Production Consumption,2925
INV-00032262,2024-09-12,MAT-004,WH-001,Purchase,824
INV-00032263,2025-04-28,MAT-010,WH-001,Return,2417
INV-00032264,2024-10-26,MAT-006,WH-002,Return,1921
INV-00032265,2026-03-11,MAT-002,WH-002,Production Consumption,3956
INV-00032266,2025-07-19,MAT-010,WH-002,Sales,1957
INV-00032267,2025-03-10,MAT-004,WH-003,Sales,1074
INV-00032268,2026-06-25,MAT-007,WH-002,Purchase,3951
INV-00032269,2025-04-09,MAT-007,WH-002,Purchase,1935
INV-00032270,2026-03-21,MAT-008,WH-001,Production Consumption,2466
INV-00032271,2025-12-28,MAT-002,WH-001,Sales,4484
INV-00032272,2026-03-29,MAT-001,WH-001,Return,339
INV-00032273,2026-01-31,MAT-003,WH-001,Adjustment,4684
INV-00032274,2025-12-19,MAT-006,WH-001,Production Consumption,4734
INV-00032275,2025-08-13,MAT-004,WH-001,Purchase,2529
INV-00032276,2025-06-08,MAT-003,WH-002,Purchase,2642
INV-00032277,2026-08-06,MAT-002,WH-002,Adjustment,2839
INV-00032278,2024-09-19,MAT-003,WH-001,Return,3881
INV-00032279,2026-02-24,MAT-010,WH-003,Purchase,42
INV-00032280,2025-03-06,MAT-009,WH-001,Production Consumption,346
INV-00032281,2025-09-30,MAT-001,WH-002,Purchase,2580
INV-00032282,2024-11-29,MAT-004,WH-001,Sales,1749
INV-00032283,2024-08-30,MAT-008,WH-002,Sales,2150
INV-00032284,2024-10-08,MAT-006,WH-002,Production Consumption,1078
INV-00032285,2026-03-07,MAT-009,WH-001,Return,60
INV-00032286,2025-04-16,MAT-007,WH-003,Adjustment,2600
INV-00032287,2025-04-07,MAT-006,WH-002,Return,997
INV-00032288,2024-11-15,MAT-003,WH-001,Sales,4603
INV-00032289,2025-08-11,MAT-008,WH-001,Sales,1899
INV-00032290,2025-01-12,MAT-005,WH-002,Adjustment,2539
INV-00032291,2025-09-12,MAT-008,WH-001,Return,3280
INV-00032292,2025-10-31,MAT-004,WH-002,Return,2032
INV-00032293,2025-04-13,MAT-008,WH-002,Return,355
INV-00032294,2026-02-23,MAT-002,WH-001,Production Consumption,3953
INV-00032295,2025-12-10,MAT-004,WH-003,Purchase,4888
INV-00032296,2026-08-17,MAT-007,WH-001,Sales,3332
INV-00032297,2025-03-03,MAT-003,WH-002,Return,1353
INV-00032298,2025-08-08,MAT-008,WH-001,Production Consumption,4609
INV-00032299,2025-07-08,MAT-006,WH-001,Return,3110
INV-00032300,2025-05-12,MAT-008,WH-001,Purchase,1770
INV-00032301,2025-10-19,MAT-006,WH-002,Production Consumption,3925
INV-00032302,2026-08-09,MAT-008,WH-001,Production Consumption,2835
INV-00032303,2025-07-02,MAT-004,WH-002,Purchase,2596
INV-00032304,2025-03-22,MAT-006,WH-003,Return,4400
INV-00032305,2024-09-07,MAT-004,WH-003,Return,4854
INV-00032306,2025-06-11,MAT-001,WH-003,Return,923
INV-00032307,2025-10-13,MAT-007,WH-003,Production Consumption,2657
INV-00032308,2025-08-03,MAT-009,WH-001,Sales,25
INV-00032309,2025-06-29,MAT-009,WH-003,Production Consumption,671
INV-00032310,2025-04-21,MAT-001,WH-002,Purchase,555
INV-00032311,2024-09-12,MAT-008,WH-003,Purchase,3942
INV-00032312,2025-06-19,MAT-003,WH-001,Purchase,771
INV-00032313,2025-12-25,MAT-007,WH-001,Adjustment,4956
INV-00032314,2026-07-28,MAT-009,WH-002,Return,914
INV-00032315,2025-08-05,MAT-005,WH-003,Adjustment,2998
INV-00032316,2025-04-11,MAT-006,WH-002,Purchase,1778
INV-00032317,2026-02-05,MAT-010,WH-001,Sales,3579
INV-00032318,2025-07-21,MAT-007,WH-003,Return,1379
INV-00032319,2026-02-01,MAT-001,WH-001,Adjustment,528
INV-00032320,2026-08-07,MAT-001,WH-003,Production Consumption,2264
INV-00032321,2024-11-19,MAT-005,WH-003,Sales,4963
INV-00032322,2024-08-29,MAT-006,WH-003,Purchase,3408
INV-00032323,2026-05-29,MAT-010,WH-001,Adjustment,1588
INV-00032324,2024-09-07,MAT-009,WH-003,Purchase,2994
INV-00032325,2024-12-12,MAT-007,WH-003,Purchase,2988
INV-00032326,2025-07-23,MAT-004,WH-003,Adjustment,378
INV-00032327,2025-06-01,MAT-004,WH-002,Purchase,4533
INV-00032328,2024-12-23,MAT-001,WH-003,Sales,3535
INV-00032329,2026-03-13,MAT-005,WH-003,Sales,1508
INV-00032330,2025-11-12,MAT-001,WH-003,Purchase,1769
INV-00032331,2025-02-16,MAT-001,WH-003,Purchase,129
INV-00032332,2025-03-30,MAT-010,WH-001,Production Consumption,1304
INV-00032333,2026-05-20,MAT-004,WH-003,Purchase,2250
INV-00032334,2025-01-30,MAT-001,WH-002,Adjustment,1956
INV-00032335,2026-04-04,MAT-003,WH-001,Production Consumption,2869
INV-00032336,2025-10-06,MAT-009,WH-002,Production Consumption,1972
INV-00032337,2025-03-29,MAT-008,WH-002,Purchase,2492
INV-00032338,2026-04-13,MAT-004,WH-001,Production Consumption,282
INV-00032339,2025-05-02,MAT-007,WH-003,Adjustment,3852
INV-00032340,2025-01-28,MAT-006,WH-001,Production Consumption,4213
INV-00032341,2025-03-03,MAT-008,WH-002,Purchase,4993
INV-00032342,2024-10-06,MAT-006,WH-003,Sales,1671
INV-00032343,2026-05-22,MAT-010,WH-001,Adjustment,3592
INV-00032344,2024-09-04,MAT-007,WH-001,Purchase,918
INV-00032345,2025-04-02,MAT-002,WH-001,Return,4646
INV-00032346,2024-10-22,MAT-004,WH-002,Return,2483
INV-00032347,2024-12-10,MAT-007,WH-002,Sales,4968
INV-00032348,2026-04-11,MAT-005,WH-001,Return,1231
INV-00032349,2025-01-10,MAT-003,WH-002,Adjustment,1691
INV-00032350,2025-08-15,MAT-002,WH-002,Purchase,1434
INV-00032351,2025-06-28,MAT-006,WH-003,Adjustment,4605
INV-00032352,2026-05-13,MAT-007,WH-001,Production Consumption,572
INV-00032353,2026-03-21,MAT-002,WH-002,Production Consumption,2726
INV-00032354,2026-06-21,MAT-006,WH-001,Sales,449
INV-00032355,2025-05-09,MAT-007,WH-001,Adjustment,404
INV-00032356,2025-01-18,MAT-002,WH-001,Production Consumption,1775
INV-00032357,2025-04-02,MAT-003,WH-003,Purchase,4684
INV-00032358,2025-04-18,MAT-004,WH-001,Production Consumption,165
INV-00032359,2026-01-02,MAT-010,WH-002,Adjustment,1673
INV-00032360,2026-07-05,MAT-006,WH-001,Adjustment,2200
INV-00032361,2026-03-19,MAT-008,WH-002,Production Consumption,269
INV-00032362,2026-06-01,MAT-002,WH-003,Adjustment,579
INV-00032363,2025-11-20,MAT-009,WH-001,Return,1862
INV-00032364,2026-08-08,MAT-004,WH-003,Sales,649
INV-00032365,2024-11-10,MAT-009,WH-002,Return,4125
INV-00032366,2025-10-18,MAT-007,WH-002,Purchase,1340
INV-00032367,2025-06-28,MAT-007,WH-003,Return,2487
INV-00032368,2025-05-12,MAT-008,WH-002,Return,4357
INV-00032369,2026-07-08,MAT-002,WH-003,Production Consumption,1551
INV-00032370,2025-09-28,MAT-001,WH-001,Purchase,532
INV-00032371,2025-01-25,MAT-001,WH-001,Purchase,4745
INV-00032372,2026-04-15,MAT-010,WH-001,Purchase,1522
INV-00032373,2024-09-14,MAT-009,WH-002,Return,4776
INV-00032374,2026-03-26,MAT-006,WH-002,Adjustment,546
INV-00032375,2025-01-11,MAT-007,WH-003,Return,115
INV-00032376,2025-03-23,MAT-006,WH-001,Production Consumption,4872
INV-00032377,2024-11-12,MAT-006,WH-002,Adjustment,3158
INV-00032378,2024-12-09,MAT-010,WH-001,Return,914
INV-00032379,2025-08-29,MAT-001,WH-003,Purchase,2522
INV-00032380,2025-01-11,MAT-010,WH-002,Sales,691
INV-00032381,2025-02-06,MAT-008,WH-001,Sales,3101
INV-00032382,2024-11-07,MAT-006,WH-001,Adjustment,1579
INV-00032383,2024-10-27,MAT-007,WH-003,Adjustment,2837
INV-00032384,2026-06-18,MAT-006,WH-002,Sales,4826
INV-00032385,2025-08-11,MAT-004,WH-002,Sales,4035
INV-00032386,2025-03-25,MAT-008,WH-001,Production Consumption,3064
INV-00032387,2024-12-10,MAT-004,WH-002,Sales,4908
INV-00032388,2026-08-19,MAT-007,WH-001,Purchase,2543
INV-00032389,2025-03-11,MAT-010,WH-001,Purchase,3165
INV-00032390,2025-12-27,MAT-006,WH-001,Purchase,1719
INV-00032391,2025-06-20,MAT-003,WH-003,Return,839
INV-00032392,2024-12-07,MAT-009,WH-003,Purchase,3910
INV-00032393,2025-12-15,MAT-005,WH-002,Production Consumption,4878
INV-00032394,2026-01-07,MAT-001,WH-002,Return,3013
INV-00032395,2026-03-21,MAT-003,WH-002,Sales,4400
INV-00032396,2025-10-25,MAT-001,WH-003,Return,2368
INV-00032397,2025-09-15,MAT-003,WH-002,Sales,3582
INV-00032398,2026-07-10,MAT-010,WH-003,Production Consumption,3361
